$ID,$ID_NAME,Icon,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Materials,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Link_Target,Name,Price,Tradability,Type
34061,R_BRC03_110,icon_item_bracelet_misc4,,,,,"[{""Item"": 34061, ""Quantity"": 1}, {""Item"": 700512, ""Quantity"": 20}, {""Item"": 700509, ""Quantity"": 48}, {""Item"": 700502, ""Quantity"": 80}]",,[34061],,603110,Recipe - スマルトブレスレット,0,TTTT,23
34062,R_BRC03_111,icon_item_bracelet_misc4,,,,,"[{""Item"": 34062, ""Quantity"": 1}, {""Item"": 700512, ""Quantity"": 20}, {""Item"": 700509, ""Quantity"": 48}, {""Item"": 700502, ""Quantity"": 80}]",,[34062],,603111,Recipe - イスミンティスブレスレット,0,TTTT,23
34063,R_BRC03_112,icon_item_bracelet_misc4,,,,,"[{""Item"": 34063, ""Quantity"": 1}, {""Item"": 603110, ""Quantity"": 1}, {""Item"": 700515, ""Quantity"": 5}, {""Item"": 700510, ""Quantity"": 20}, {""Item"": 700503, ""Quantity"": 48}]",,[34063],,603112,Recipe - スティフィリアブレスレット,0,TTTT,23
34064,R_BRC03_113,icon_item_bracelet_misc4,,,,,"[{""Item"": 34064, ""Quantity"": 1}, {""Item"": 603111, ""Quantity"": 1}, {""Item"": 700515, ""Quantity"": 5}, {""Item"": 700513, ""Quantity"": 20}, {""Item"": 700503, ""Quantity"": 48}]",,[34064],,603113,Recipe - スベナスブレスレット,0,TTTT,23
34065,R_BRC03_118,icon_item_bracelet_misc4,,,,,"[{""Item"": 34065, ""Quantity"": 1}, {""Item"": 602124, ""Quantity"": 1}, {""Item"": 649018, ""Quantity"": 15}, {""Item"": 649203, ""Quantity"": 25}, {""Item"": 649017, ""Quantity"": 70}]",,[34065],,603118,Recipe - メイストラブレスレット,0,TTTT,23
34066,R_BRC03_119,icon_item_bracelet_misc4,,,,,"[{""Item"": 34066, ""Quantity"": 1}, {""Item"": 602124, ""Quantity"": 1}, {""Item"": 649018, ""Quantity"": 15}, {""Item"": 649203, ""Quantity"": 25}, {""Item"": 649017, ""Quantity"": 70}]",,[34066],,603119,Recipe - スビエスブレスレット,0,TTTT,23
34067,R_BRC03_121,icon_item_bracelet_misc4,,,,,"[{""Item"": 34067, ""Quantity"": 1}, {""Item"": 602125, ""Quantity"": 1}, {""Item"": 649018, ""Quantity"": 15}, {""Item"": 649203, ""Quantity"": 25}, {""Item"": 649017, ""Quantity"": 70}]",,[34067],,603121,Recipe - アティカブレスレット,0,TTTT,23
34068,R_BRC03_122,icon_item_bracelet_misc4,,,,,"[{""Item"": 34068, ""Quantity"": 1}, {""Item"": 602125, ""Quantity"": 1}, {""Item"": 649018, ""Quantity"": 15}, {""Item"": 649203, ""Quantity"": 25}, {""Item"": 649017, ""Quantity"": 70}]",,[34068],,603122,Recipe - マノシルディブレスレット,0,TTTT,23
34069,R_BRC04_109,icon_item_bracelet_misc5,,,,,"[{""Item"": 34069, ""Quantity"": 1}, {""Item"": 603118, ""Quantity"": 1}, {""Item"": 649020, ""Quantity"": 1}, {""Item"": 649216, ""Quantity"": 4}, {""Item"": 649217, ""Quantity"": 20}]",,[34069],,604109,Recipe - リヌキシートブレスレット,0,TTTT,23
34070,R_BRC04_110,icon_item_bracelet_misc5,,,,,"[{""Item"": 34070, ""Quantity"": 1}, {""Item"": 603119, ""Quantity"": 1}, {""Item"": 649020, ""Quantity"": 1}, {""Item"": 649216, ""Quantity"": 4}, {""Item"": 649217, ""Quantity"": 20}]",,[34070],,604110,Recipe - カイトムーアブレスレット,0,TTTT,23
34071,R_BRC04_111,icon_item_bracelet_misc5,,,,,"[{""Item"": 34071, ""Quantity"": 1}, {""Item"": 603121, ""Quantity"": 1}, {""Item"": 649020, ""Quantity"": 1}, {""Item"": 649216, ""Quantity"": 4}, {""Item"": 649217, ""Quantity"": 20}]",,[34071],,604111,Recipe - ファシウテスブレスレット,0,TTTT,23
34072,R_BRC04_112,icon_item_bracelet_misc5,,,,,"[{""Item"": 34072, ""Quantity"": 1}, {""Item"": 603122, ""Quantity"": 1}, {""Item"": 649020, ""Quantity"": 1}, {""Item"": 649216, ""Quantity"": 4}, {""Item"": 649217, ""Quantity"": 20}]",,[34072],,604112,Recipe - フリエノブレスレット,0,TTTT,23
34073,R_BRC04_113,icon_item_bracelet_misc5,,,,,"[{""Item"": 34073, ""Quantity"": 1}, {""Item"": 603108, ""Quantity"": 1}, {""Item"": 649026, ""Quantity"": 35}, {""Item"": 649028, ""Quantity"": 20}]",,[34073],,604113,Recipe - アクリオガリアバングル,0,TTTT,23
34074,R_BRC04_114,icon_item_bracelet_misc5,,,,,"[{""Item"": 34074, ""Quantity"": 1}, {""Item"": 602115, ""Quantity"": 1}, {""Item"": 649026, ""Quantity"": 35}, {""Item"": 649028, ""Quantity"": 20}]",,[34074],,604114,Recipe - アイスクスブレスレット,0,TTTT,23
34075,R_BRC03_123,icon_item_bracelet_misc4,,,,,"[{""Item"": 34075, ""Quantity"": 1}, {""Item"": 601134, ""Quantity"": 1}, {""Item"": 649025, ""Quantity"": 325}, {""Item"": 649027, ""Quantity"": 20}]",,[34075],,603123,Recipe - アキバブレスレット,0,TTTT,23
34076,R_BRC03_124,icon_item_bracelet_misc4,,,,,"[{""Item"": 34076, ""Quantity"": 1}, {""Item"": 601134, ""Quantity"": 1}, {""Item"": 649025, ""Quantity"": 325}, {""Item"": 649027, ""Quantity"": 20}]",,[34076],,603124,Recipe - ミルティブレスレット,0,TTTT,23
34077,R_BRC03_125,icon_item_bracelet_misc4,,,,,"[{""Item"": 34077, ""Quantity"": 1}, {""Item"": 601132, ""Quantity"": 1}, {""Item"": 649025, ""Quantity"": 325}, {""Item"": 649027, ""Quantity"": 20}]",,[34077],,603125,Recipe - ウフオルパールブレスレット,0,TTTT,23
34078,R_BRC03_126,icon_item_bracelet_misc4,,,,,"[{""Item"": 34078, ""Quantity"": 1}, {""Item"": 601132, ""Quantity"": 1}, {""Item"": 649025, ""Quantity"": 325}, {""Item"": 649027, ""Quantity"": 20}]",,[34078],,603126,Recipe - ピクオパールブレスレット,0,TTTT,23
34079,R_NECK02_128,icon_item_necklace_misc3,,,,,"[{""Item"": 34079, ""Quantity"": 1}, {""Item"": 649027, ""Quantity"": 4}, {""Item"": 649207, ""Quantity"": 20}, {""Item"": 645810, ""Quantity"": 300}]",,[34079],,582128,Recipe - エレクトラネックレス,0,TTTT,23
34080,R_NECK02_129,icon_item_necklace_misc3,,,,,"[{""Item"": 34080, ""Quantity"": 1}, {""Item"": 649027, ""Quantity"": 4}, {""Item"": 649207, ""Quantity"": 20}, {""Item"": 645810, ""Quantity"": 300}]",,[34080],,582129,Recipe - レダスネックレス,0,TTTT,23
34081,R_NECK02_132,icon_item_necklace_misc3,,,,,"[{""Item"": 34081, ""Quantity"": 1}, {""Item"": 649027, ""Quantity"": 4}, {""Item"": 649207, ""Quantity"": 20}, {""Item"": 645810, ""Quantity"": 300}]",,[34081],,582132,Recipe - ゼメイネックレス,0,TTTT,23
34082,R_NECK05_001,icon_item_necklace_misc6,,,,,"[{""Item"": 34082, ""Quantity"": 1}, {""Item"": 584111, ""Quantity"": 1}, {""Item"": 584102, ""Quantity"": 1}, {""Item"": 647011, ""Quantity"": 6}]",,[34082],,585001,Recipe - ドラコナス・リヌキシートネックレス,0,TTTT,23
34083,R_NECK05_002,icon_item_necklace_misc6,,,,,"[{""Item"": 34083, ""Quantity"": 1}, {""Item"": 584112, ""Quantity"": 1}, {""Item"": 584117, ""Quantity"": 1}, {""Item"": 647011, ""Quantity"": 6}]",,[34083],,585002,Recipe - ドラコナス・カイトムーアネックレス,0,TTTT,23
34084,R_NECK05_003,icon_item_necklace_misc6,,,,,"[{""Item"": 34084, ""Quantity"": 1}, {""Item"": 584113, ""Quantity"": 1}, {""Item"": 584115, ""Quantity"": 1}, {""Item"": 647011, ""Quantity"": 6}]",,[34084],,585003,Recipe - ドラコナス・ファシウテスネックレス,0,TTTT,23
34085,R_NECK05_004,icon_item_necklace_misc6,,,,,"[{""Item"": 34085, ""Quantity"": 1}, {""Item"": 584114, ""Quantity"": 1}, {""Item"": 584105, ""Quantity"": 1}, {""Item"": 647011, ""Quantity"": 6}]",,[34085],,585004,Recipe - ドラコナス・フリエノネックレス,0,TTTT,23
34086,R_BRC05_001,icon_item_bracelet_misc6,,,,,"[{""Item"": 34086, ""Quantity"": 1}, {""Item"": 604109, ""Quantity"": 1}, {""Item"": 604113, ""Quantity"": 1}, {""Item"": 647011, ""Quantity"": 3}]",,[34086],,605001,Recipe - ドラコナス・リヌキシートブレスレット,0,TTTT,23
34087,R_BRC05_002,icon_item_bracelet_misc6,,,,,"[{""Item"": 34087, ""Quantity"": 1}, {""Item"": 604110, ""Quantity"": 1}, {""Item"": 604117, ""Quantity"": 1}, {""Item"": 647011, ""Quantity"": 3}]",,[34087],,605002,Recipe - ドラコナス・カイトムーアブレスレット,0,TTTT,23
34088,R_BRC05_003,icon_item_bracelet_misc6,,,,,"[{""Item"": 34088, ""Quantity"": 1}, {""Item"": 604111, ""Quantity"": 1}, {""Item"": 604115, ""Quantity"": 1}, {""Item"": 647011, ""Quantity"": 3}]",,[34088],,605003,Recipe - ドラコナス・ファシウテスブレスレット,0,TTTT,23
34089,R_BRC05_004,icon_item_bracelet_misc6,,,,,"[{""Item"": 34089, ""Quantity"": 1}, {""Item"": 604112, ""Quantity"": 1}, {""Item"": 603101, ""Quantity"": 1}, {""Item"": 647011, ""Quantity"": 3}]",,[34089],,605004,Recipe - ドラコナス・フリエノブレスレット,0,TTTT,23
34090,R_NECK04_118,icon_item_necklace_misc5,,,,,"[{""Item"": 34090, ""Quantity"": 1}, {""Item"": 647011, ""Quantity"": 2}, {""Item"": 647014, ""Quantity"": 37}, {""Item"": 647015, ""Quantity"": 60}]",,[34090],,584118,Recipe - アービスイレディアンネックレス,0,TTTT,23
34091,R_BRC04_118,icon_item_bracelet_misc5,,,,,"[{""Item"": 34091, ""Quantity"": 1}, {""Item"": 647011, ""Quantity"": 1}, {""Item"": 647014, ""Quantity"": 20}, {""Item"": 647015, ""Quantity"": 50}]",,[34091],,604118,Recipe - アービスイレディアンブレスレット,0,TTTT,23
34092,R_NECK04_119,icon_item_necklace_misc5,,,,,"[{""Item"": 34092, ""Quantity"": 1}, {""Item"": 647011, ""Quantity"": 2}, {""Item"": 647014, ""Quantity"": 37}, {""Item"": 647015, ""Quantity"": 60}]",,[34092],,584119,Recipe - セビサイレディアンネックレス,0,TTTT,23
34093,R_BRC04_119,icon_item_bracelet_misc5,,,,,"[{""Item"": 34093, ""Quantity"": 1}, {""Item"": 647011, ""Quantity"": 1}, {""Item"": 647014, ""Quantity"": 20}, {""Item"": 647015, ""Quantity"": 50}]",,[34093],,604119,Recipe - セビサイレディアンブレスレット,0,TTTT,23
35002,R_Hat_628024,icon_item_helm_misc1,,,,,"[{""Item"": 35002, ""Quantity"": 1}, {""Item"": 628023, ""Quantity"": 1}, {""Item"": 645153, ""Quantity"": 33}]",,[35002],,628024,Recipe - ヒヨコ,500,TTTT,23
35035,R_Hat_628052,icon_item_helm_misc1,,,,,"[{""Item"": 35035, ""Quantity"": 1}, {""Item"": 649002, ""Quantity"": 249}]",,[35035],,628052,Recipe - 鋼鉄の兜,500,TTTT,23
35043,R_Hat_628043,icon_item_helm_misc1,,,"[{""Chance"": 100, ""Map"": 2084, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,"[{""Item"": 35043, ""Quantity"": 1}, {""Item"": 645134, ""Quantity"": 86}]",,[35043],,628043,Recipe - ヤギの角,500,TTTT,23
35044,R_Hat_628060,icon_item_helm_misc1,,,"[{""Chance"": 100, ""Map"": 1091, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,"[{""Item"": 35044, ""Quantity"": 1}, {""Item"": 645216, ""Quantity"": 99}]",,[35044],,628060,Recipe - 赤い角,0,TTTT,23
35048,R_Hat_628054,icon_item_helm_misc1,,,,,"[{""Item"": 35048, ""Quantity"": 1}, {""Item"": 645117, ""Quantity"": 333}]",,[35048],,628054,Recipe - ケッピーのぬいぐるみ,500,TTTT,23
35049,R_Hat_628063,icon_item_helm_misc1,,,,,"[{""Item"": 35049, ""Quantity"": 1}, {""Item"": 645381, ""Quantity"": 3}, {""Item"": 645455, ""Quantity"": 12}]",,[35049],,628063,Recipe - 赤い悪魔の翼,1,TTTT,23
35056,R_Hat_628057,icon_item_helm_misc1,,,,,"[{""Item"": 35056, ""Quantity"": 1}, {""Item"": 645269, ""Quantity"": 16}]",,[35056],,628057,Recipe - 白虎の仮面,500,TTTT,23
35058,R_Hat_628070,icon_item_helm_misc1,,,,,"[{""Item"": 35058, ""Quantity"": 1}, {""Item"": 645413, ""Quantity"": 26}, {""Item"": 645256, ""Quantity"": 1}]",,[35058],,628070,Recipe - 羽根サークレット,500,TTTT,23
35060,R_Hat_628072,icon_item_helm_misc1,,,,,"[{""Item"": 35060, ""Quantity"": 1}, {""Item"": 645117, ""Quantity"": 81}]",,[35060],,628072,Recipe - 新芽,500,TTTT,23
35069,R_Hat_628081,icon_item_helm_misc1,,,,,"[{""Item"": 35069, ""Quantity"": 1}, {""Item"": 645412, ""Quantity"": 1}]",,[35069],,628081,Recipe - 亡者のカチューシャ,500,TTTT,23
35075,R_Hat_628087,icon_item_helm_misc1,,,,,"[{""Item"": 35075, ""Quantity"": 1}, {""Item"": 645269, ""Quantity"": 2}]",,[35075],,628087,Recipe - 荒野の無法者,500,TTTT,23
35076,R_Hat_628088,icon_item_helm_misc1,,,,,"[{""Item"": 35076, ""Quantity"": 1}, {""Item"": 645420, ""Quantity"": 1}, {""Item"": 645151, ""Quantity"": 25}]",,[35076],,628088,Recipe - ピエロの帽子,500,TTTT,23
35078,R_Hat_628090,icon_item_helm_misc1,,,,,"[{""Item"": 35078, ""Quantity"": 1}, {""Item"": 645320, ""Quantity"": 1}]",,[35078],,628090,Recipe - 王冠カチューシャ,500,TTTT,23
35084,R_Hat_628096,icon_item_helm_misc1,,,,,"[{""Item"": 35084, ""Quantity"": 1}, {""Item"": 645367, ""Quantity"": 12}, {""Item"": 640038, ""Quantity"": 26}, {""Item"": 645445, ""Quantity"": 1}]",,[35084],,628096,Recipe - ミントチョコカップケーキ,500,TTTT,23
35092,R_Hat_628104,icon_item_helm_misc1,,,,,"[{""Item"": 35092, ""Quantity"": 1}, {""Item"": 645392, ""Quantity"": 117}]",,[35092],,628104,Recipe - 冬用帽子,0,TTTT,23
35095,R_Hat_628107,icon_item_helm_misc1,,,,,"[{""Item"": 35095, ""Quantity"": 1}, {""Item"": 645118, ""Quantity"": 124}]",,[35095],,628107,Recipe - ボーター,0,TTTT,23
35097,R_Hat_628109,icon_item_helm_misc1,,,,,"[{""Item"": 35097, ""Quantity"": 1}, {""Item"": 645164, ""Quantity"": 21}, {""Item"": 645269, ""Quantity"": 5}]",,[35097],,628109,Recipe - 貴族帽子,0,TTTT,23
35099,R_Hat_628131,icon_item_helm_misc1,,,,,"[{""Item"": 35099, ""Quantity"": 1}, {""Item"": 645663, ""Quantity"": 25}, {""Item"": 645579, ""Quantity"": 5}, {""Item"": 645650, ""Quantity"": 14}]",,[35099],,628131,Recipe - 儀式用の冠,0,TTTT,23
35100,R_Hat_628124,icon_item_helm_misc1,,,,,"[{""Item"": 35100, ""Quantity"": 1}, {""Item"": 645482, ""Quantity"": 11}, {""Item"": 645645, ""Quantity"": 16}, {""Item"": 645648, ""Quantity"": 5}]",,[35100],,628124,Recipe - 牙の髪飾り,0,TTTT,23
35101,R_Hat_628116,icon_item_helm_misc1,,,,,"[{""Item"": 35101, ""Quantity"": 1}, {""Item"": 645287, ""Quantity"": 2}, {""Item"": 645293, ""Quantity"": 3}]",,[35101],,628116,Recipe - 威厳のあるミトラ,0,TTTT,23
35102,R_Hat_628117,icon_item_helm_misc1,,,,,"[{""Item"": 35102, ""Quantity"": 1}, {""Item"": 645287, ""Quantity"": 2}, {""Item"": 645193, ""Quantity"": 5}]",,[35102],,628117,Recipe - 権威的なミトラ,0,TTTT,23
35103,R_Hat_628118,icon_item_helm_misc1,,,,,"[{""Item"": 35103, ""Quantity"": 1}, {""Item"": 645287, ""Quantity"": 2}, {""Item"": 645334, ""Quantity"": 1}]",,[35103],,628118,Recipe - 威風堂々としたミトラ,0,TTTT,23
35104,R_Hat_628123,icon_item_helm_misc1,,,,,"[{""Item"": 35104, ""Quantity"": 1}, {""Item"": 645651, ""Quantity"": 3}, {""Item"": 645409, ""Quantity"": 17}]",,[35104],,628123,Recipe - 族長の髪飾り,0,TTTT,23
35105,R_Hat_628001,icon_item_helm_misc1,,,,,"[{""Item"": 35105, ""Quantity"": 1}, {""Item"": 645565, ""Quantity"": 51}]",,[35105],,628001,Recipe - ねこ耳,0,TTTT,23
36002,R_ABAND01_102,icon_item_recipe_misc1,,"[642904, 642905, 642918]",,,"[{""Item"": 36002, ""Quantity"": 1}, {""Item"": 645592, ""Quantity"": 42}, {""Item"": 645601, ""Quantity"": 2}]",,[36002],,11102,Recipe - ノットアームバンド,500,TTTT,23
36004,R_ABAND01_104,icon_item_recipe_misc1,,,,,"[{""Item"": 36004, ""Quantity"": 1}, {""Item"": 645409, ""Quantity"": 14}, {""Item"": 645597, ""Quantity"": 9}]",,[36004],,11104,Recipe - フェザーアームバンド,500,TTTT,23
36005,R_ABAND01_105,icon_item_recipe_misc1,,,,,"[{""Item"": 36005, ""Quantity"": 1}, {""Item"": 645389, ""Quantity"": 2}, {""Item"": 645407, ""Quantity"": 18}]",,[36005],,11105,Recipe - タッセルアームバンド,500,TTTT,23
37001,R_CAN01_101,icon_item_weapon_misc1,,,,,"[{""Item"": 37001, ""Quantity"": 1}, {""Item"": 645218, ""Quantity"": 6}, {""Item"": 645442, ""Quantity"": 5}]",,[37001],,321001,Recipe - キャノン,500,TTTT,23
37002,R_CAN01_102,icon_item_weapon_misc1,,,,,"[{""Item"": 37002, ""Quantity"": 1}, {""Item"": 321001, ""Quantity"": 1}, {""Item"": 645683, ""Quantity"": 6}]",,[37002],,321002,Recipe - スーペリアキャノン,500,TTTT,23
37003,R_CAN01_105,icon_item_weapon_misc3,,,,,"[{""Item"": 37003, ""Quantity"": 1}, {""Item"": 321001, ""Quantity"": 1}, {""Item"": 645662, ""Quantity"": 30}, {""Item"": 645729, ""Quantity"": 13}]",,[37003],,321005,Recipe - クリティキャノン,500,TTTT,23
37004,R_CAN01_106,icon_item_weapon_misc3,,,,,"[{""Item"": 37004, ""Quantity"": 1}, {""Item"": 321001, ""Quantity"": 1}, {""Item"": 645683, ""Quantity"": 30}, {""Item"": 645685, ""Quantity"": 50}]",,[37004],,321006,Recipe - ビスターキャノン,500,TTTT,23
37005,R_CAN01_107,icon_item_weapon_misc4,,,,,"[{""Item"": 37005, ""Quantity"": 1}, {""Item"": 645694, ""Quantity"": 1}, {""Item"": 645691, ""Quantity"": 66}, {""Item"": 645703, ""Quantity"": 50}]",,[37005],,321007,Recipe - イレラキャノン,500,TTTT,23
37006,R_CAN01_108,icon_item_weapon_misc4,,,,,"[{""Item"": 37006, ""Quantity"": 1}, {""Item"": 645673, ""Quantity"": 1}, {""Item"": 645672, ""Quantity"": 100}, {""Item"": 640131, ""Quantity"": 5}]",,[37006],,321008,Recipe - ストロフィーキャノン,500,TTTT,23
37007,R_CAN01_109,icon_item_weapon_misc5,,,,,"[{""Item"": 37007, ""Quantity"": 1}, {""Item"": 645694, ""Quantity"": 2}, {""Item"": 645712, ""Quantity"": 100}, {""Item"": 645581, ""Quantity"": 100}, {""Item"": 645709, ""Quantity"": 16}]",,[37007],,321009,Recipe - アグバラキャノン,500,TTTT,23
37010,R_CAN02_103,icon_item_weapon_misc3,,"[642906, 642902, 642921]",,,"[{""Item"": 37010, ""Quantity"": 1}, {""Item"": 321006, ""Quantity"": 1}, {""Item"": 645694, ""Quantity"": 4}, {""Item"": 649011, ""Quantity"": 3}, {""Item"": 645648, ""Quantity"": 5}]",,[37010],,322003,Recipe - 強化されたビスターキャノン,500,TTTT,23
37011,R_CAN03_101,icon_item_weapon_misc4,,"[642915, 642923, 642925]",,,"[{""Item"": 37011, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 1}, {""Item"": 649009, ""Quantity"": 25}, {""Item"": 649010, ""Quantity"": 25}, {""Item"": 649011, ""Quantity"": 25}]",,"[37011, 40014]",,323001,Recipe - ライオンヘッドキャノン,0,TTTT,23
37012,R_CAN04_103,icon_item_weapon_misc5,,"[642923, 642925]",,,"[{""Item"": 37012, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649015, ""Quantity"": 15}, {""Item"": 646034, ""Quantity"": 58}, {""Item"": 646020, ""Quantity"": 14}]",,[37012],,324103,Recipe - エメンガードキャノン,0,TTTT,23
37013,R_CAN04_108,icon_item_weapon_misc5,,,,,"[{""Item"": 37013, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649026, ""Quantity"": 30}, {""Item"": 649025, ""Quantity"": 150}, {""Item"": 646057, ""Quantity"": 86}]",,[37013],,324108,Recipe - マシニオスキャノン,0,TTTT,23
38001,R_AMU01_101,icon_item_recipe_misc1,,,,,"[{""Item"": 38001, ""Quantity"": 1}, {""Item"": 645651, ""Quantity"": 2}, {""Item"": 645655, ""Quantity"": 1}, {""Item"": 645660, ""Quantity"": 15}]",,[38001],,,Recipe - Unknown,0,TTTT,23
38002,R_AMU01_102,icon_item_recipe_misc1,,,,,"[{""Item"": 38002, ""Quantity"": 1}, {""Item"": 645653, ""Quantity"": 3}, {""Item"": 645676, ""Quantity"": 1}, {""Item"": 645654, ""Quantity"": 15}]",,[38002],,,Recipe - Unknown,0,TTTT,23
38003,R_AMU01_103,icon_item_recipe_misc1,,,,,"[{""Item"": 38003, ""Quantity"": 1}, {""Item"": 645717, ""Quantity"": 3}, {""Item"": 645677, ""Quantity"": 1}, {""Item"": 645697, ""Quantity"": 15}]",,[38003],,,Recipe - Unknown,0,TTTT,23
38004,R_AMU01_104,icon_item_recipe_misc1,,,,,"[{""Item"": 38004, ""Quantity"": 1}, {""Item"": 645579, ""Quantity"": 3}, {""Item"": 645580, ""Quantity"": 1}, {""Item"": 645661, ""Quantity"": 15}]",,[38004],,,Recipe - Unknown,0,TTTT,23
38005,R_AMU01_105,icon_item_recipe_misc1,,,,,"[{""Item"": 38005, ""Quantity"": 1}, {""Item"": 645649, ""Quantity"": 1}, {""Item"": 645655, ""Quantity"": 1}, {""Item"": 645656, ""Quantity"": 15}]",,[38005],,,Recipe - Unknown,0,TTTT,23
38006,R_AMU01_106,icon_item_recipe_misc1,,,,,"[{""Item"": 38006, ""Quantity"": 1}, {""Item"": 645727, ""Quantity"": 1}, {""Item"": 645676, ""Quantity"": 1}, {""Item"": 645642, ""Quantity"": 15}]",,[38006],,,Recipe - Unknown,0,TTTT,23
38007,R_AMU01_107,icon_item_recipe_misc1,,,,,"[{""Item"": 38007, ""Quantity"": 1}, {""Item"": 645678, ""Quantity"": 2}, {""Item"": 645580, ""Quantity"": 1}, {""Item"": 645722, ""Quantity"": 15}]",,[38007],,,Recipe - Unknown,0,TTTT,23
38008,R_AMU01_108,icon_item_recipe_misc1,,,,,"[{""Item"": 38008, ""Quantity"": 1}, {""Item"": 645647, ""Quantity"": 3}, {""Item"": 645677, ""Quantity"": 1}, {""Item"": 645730, ""Quantity"": 15}]",,[38008],,,Recipe - Unknown,0,TTTT,23
38009,R_AMU01_109,icon_item_recipe_misc1,,,,,"[{""Item"": 38009, ""Quantity"": 1}, {""Item"": 645688, ""Quantity"": 1}, {""Item"": 645655, ""Quantity"": 1}, {""Item"": 645721, ""Quantity"": 3}]",,[38009],,,Recipe - Unknown,0,TTTT,23
38010,R_TOP03_130,icon_item_gloves_misc4,,,,,"[{""Item"": 38010, ""Quantity"": 1}, {""Item"": 645459, ""Quantity"": 40}, {""Item"": 645813, ""Quantity"": 12}, {""Item"": 645694, ""Quantity"": 5}]",,[38010],,533130,Recipe - ニュートローブ,0,TTTT,23
38011,R_LEG03_130,icon_item_boots_misc4,,,,,"[{""Item"": 38011, ""Quantity"": 1}, {""Item"": 645459, ""Quantity"": 40}, {""Item"": 645816, ""Quantity"": 12}, {""Item"": 645694, ""Quantity"": 5}]",,[38011],,523130,Recipe - ニュートパンツ,0,TTTT,23
38012,R_FOOT03_130,icon_item_pants_misc4,,,,,"[{""Item"": 38012, ""Quantity"": 1}, {""Item"": 645459, ""Quantity"": 40}, {""Item"": 645813, ""Quantity"": 12}, {""Item"": 645694, ""Quantity"": 5}]",,[38012],,513130,Recipe - ニュートブーツ,0,TTTT,23
38013,R_HAND03_130,icon_item_shirts_misc4,,,,,"[{""Item"": 38013, ""Quantity"": 1}, {""Item"": 645459, ""Quantity"": 40}, {""Item"": 645816, ""Quantity"": 12}, {""Item"": 645694, ""Quantity"": 5}]",,[38013],,503130,Recipe - ニュートグローブ,0,TTTT,23
38014,R_TOP03_131,icon_item_gloves_misc4,,,,,"[{""Item"": 38014, ""Quantity"": 1}, {""Item"": 645459, ""Quantity"": 56}, {""Item"": 645814, ""Quantity"": 12}, {""Item"": 645694, ""Quantity"": 5}]",,[38014],,533131,Recipe - ニュートレザーアーマー,0,TTTT,23
38015,R_LEG03_131,icon_item_boots_misc4,,,,,"[{""Item"": 38015, ""Quantity"": 1}, {""Item"": 645459, ""Quantity"": 56}, {""Item"": 645815, ""Quantity"": 12}, {""Item"": 645694, ""Quantity"": 5}]",,[38015],,523131,Recipe - ニュートレザーパンツ,0,TTTT,23
38016,R_FOOT03_131,icon_item_pants_misc4,,,,,"[{""Item"": 38016, ""Quantity"": 1}, {""Item"": 645459, ""Quantity"": 56}, {""Item"": 645814, ""Quantity"": 12}, {""Item"": 645694, ""Quantity"": 5}]",,[38016],,513131,Recipe - ニュートレザーブーツ,0,TTTT,23
38017,R_HAND03_131,icon_item_shirts_misc4,,,,,"[{""Item"": 38017, ""Quantity"": 1}, {""Item"": 645459, ""Quantity"": 56}, {""Item"": 645815, ""Quantity"": 12}, {""Item"": 645694, ""Quantity"": 5}]",,[38017],,503131,Recipe - ニュートレザーグローブ,0,TTTT,23
38018,R_TOP03_132,icon_item_gloves_misc4,,,,,"[{""Item"": 38018, ""Quantity"": 1}, {""Item"": 645459, ""Quantity"": 48}, {""Item"": 645817, ""Quantity"": 12}, {""Item"": 645694, ""Quantity"": 5}]",,[38018],,533132,Recipe - ニュートプレートアーマー,0,TTTT,23
38019,R_LEG03_132,icon_item_boots_misc4,,,,,"[{""Item"": 38019, ""Quantity"": 1}, {""Item"": 645459, ""Quantity"": 48}, {""Item"": 645818, ""Quantity"": 12}, {""Item"": 645694, ""Quantity"": 5}]",,[38019],,523132,Recipe - ニュートプレートレギンス,0,TTTT,23
38020,R_FOOT03_132,icon_item_pants_misc4,,,,,"[{""Item"": 38020, ""Quantity"": 1}, {""Item"": 645459, ""Quantity"": 48}, {""Item"": 645817, ""Quantity"": 12}, {""Item"": 645694, ""Quantity"": 5}]",,[38020],,513132,Recipe - ニュートプレートグリーブ,0,TTTT,23
38021,R_HAND03_132,icon_item_shirts_misc4,,,,,"[{""Item"": 38021, ""Quantity"": 1}, {""Item"": 645459, ""Quantity"": 48}, {""Item"": 645818, ""Quantity"": 12}, {""Item"": 645694, ""Quantity"": 5}]",,[38021],,503132,Recipe - ニュートプレートガントレット,0,TTTT,23
40001,R_PRE01_101,icon_item_recipe_misc1,,,,,"[{""Item"": 40001, ""Quantity"": 1}, {""Item"": 10096, ""Quantity"": 5}, {""Item"": 649015, ""Quantity"": 2}]",,[40001],,642813,Recipe - 紙のキューブ,0,TTTT,23
